,start_time,end_time,duration_minutes,n_points,peak_score
272,2017-02-27 20:20:00,2017-02-27 20:20:00,5,1,5.631095431011614
273,2017-02-27 22:35:00,2017-02-27 22:35:00,5,1,5.529124992724789
274,2017-02-28 00:10:00,2017-02-28 00:10:00,5,1,9.565847076846321
275,2017-02-28 04:20:00,2017-02-28 05:05:00,50,10,5.906499081604112
276,2017-02-28 07:05:00,2017-02-28 08:05:00,65,13,11.47093749496888
277,2017-02-28 10:30:00,2017-02-28 10:30:00,5,1,14.983342994006748
278,2017-02-28 12:10:00,2017-02-28 15:35:00,210,42,13.57763188441822
279,2017-02-28 19:10:00,2017-02-28 19:10:00,5,1,11.320822610339667
280,2017-02-28 22:15:00,2017-02-28 23:55:00,105,21,7.315557703184652
281,2017-03-01 01:10:00,2017-03-01 01:10:00,5,1,8.207887037287039
282,2017-03-01 02:15:00,2017-03-01 02:15:00,5,1,7.040528343257092
283,2017-03-01 05:15:00,2017-03-01 05:15:00,5,1,9.657705694104894
284,2017-03-01 07:15:00,2017-03-01 07:55:00,45,9,149.0166944254857
285,2017-03-01 09:20:00,2017-03-01 09:25:00,10,2,10.402706404367075
286,2017-03-01 13:55:00,2017-03-01 14:30:00,40,8,5.371187801996988
287,2017-03-01 18:05:00,2017-03-01 18:25:00,25,5,7.18943081994814
288,2017-03-01 20:05:00,2017-03-01 20:25:00,25,5,6.174014199216406
289,2017-03-02 01:40:00,2017-03-02 03:45:00,130,26,9.599698312339532
290,2017-03-02 07:35:00,2017-03-02 07:35:00,5,1,16.455254706631923
291,2017-03-02 12:20:00,2017-03-02 12:20:00,5,1,5.268384599578528
292,2017-03-02 13:35:00,2017-03-02 13:55:00,25,5,6.403253324795667
293,2017-03-02 15:35:00,2017-03-02 15:40:00,10,2,6.622363632541205
294,2017-03-02 16:55:00,2017-03-02 16:55:00,5,1,11.030397316019352
295,2017-03-02 19:15:00,2017-03-02 19:25:00,15,3,19.238815379467894
296,2017-03-02 22:45:00,2017-03-02 22:45:00,5,1,5.505037406678663
297,2017-03-03 01:30:00,2017-03-03 01:30:00,5,1,7.121060513047214
298,2017-03-03 05:05:00,2017-03-03 06:00:00,60,12,44.48628718424749
299,2017-03-03 09:25:00,2017-03-03 09:25:00,5,1,27.304009212652296
300,2017-03-03 15:00:00,2017-03-03 16:00:00,65,13,8.732480611929077
301,2017-03-03 17:10:00,2017-03-03 17:10:00,5,1,22.170247653191456
302,2017-03-03 19:30:00,2017-03-03 19:35:00,10,2,5.2607506466502825
303,2017-03-03 21:35:00,2017-03-03 22:55:00,85,17,17.181999984928055
304,2017-03-04 04:00:00,2017-03-04 04:00:00,5,1,13.1911039112226
305,2017-03-04 05:35:00,2017-03-04 05:35:00,5,1,6.158247040126969
306,2017-03-04 06:55:00,2017-03-04 06:55:00,5,1,5.802161763807676
307,2017-03-04 09:45:00,2017-03-04 09:45:00,5,1,8.394519793668861
308,2017-03-04 14:55:00,2017-03-04 15:15:00,25,5,20.52407139191923
309,2017-03-04 18:10:00,2017-03-04 18:10:00,5,1,25.694482322712542
310,2017-03-04 21:30:00,2017-03-04 21:30:00,5,1,6.763229711450921
311,2017-03-04 23:05:00,2017-03-04 23:45:00,45,9,6.28576595333172
312,2017-03-05 01:20:00,2017-03-05 01:20:00,5,1,6.171494649106142
313,2017-03-05 07:50:00,2017-03-05 07:50:00,5,1,5.4650828657485375
314,2017-03-05 12:10:00,2017-03-05 12:35:00,30,6,7.278219584759086
315,2017-03-05 14:20:00,2017-03-05 14:45:00,30,6,7.409475577571514
316,2017-03-05 23:25:00,2017-03-05 23:45:00,25,5,7.1633197092425105
317,2017-03-06 04:25:00,2017-03-06 04:25:00,5,1,5.755068387611869
318,2017-03-06 05:45:00,2017-03-06 05:45:00,5,1,19.778975573321596
319,2017-03-06 11:40:00,2017-03-06 13:15:00,100,20,34.00063349881054
320,2017-03-06 15:25:00,2017-03-06 15:25:00,5,1,5.441545012577792
321,2017-03-06 17:05:00,2017-03-06 17:30:00,30,6,592.9251718202053
322,2017-03-06 19:10:00,2017-03-06 19:10:00,5,1,60.74326933122369
323,2017-03-07 03:00:00,2017-03-07 03:05:00,10,2,5.9366706254971096
324,2017-03-07 04:30:00,2017-03-07 04:30:00,5,1,7.108916265843942
325,2017-03-07 07:35:00,2017-03-07 07:35:00,5,1,5.291859899171996
326,2017-03-07 10:25:00,2017-03-07 10:25:00,5,1,12.728707711228905
327,2017-03-07 13:05:00,2017-03-07 14:30:00,90,18,176.39523858883805
328,2017-03-07 15:45:00,2017-03-07 16:00:00,20,4,7.565641658260329
329,2017-03-07 17:40:00,2017-03-07 17:40:00,5,1,5.229657139711509
330,2017-03-07 20:20:00,2017-03-07 20:55:00,40,8,19.783414019565047
331,2017-03-07 22:40:00,2017-03-07 22:50:00,15,3,19.131812493263602
332,2017-03-08 04:25:00,2017-03-08 04:25:00,5,1,5.564624996873847
333,2017-03-08 08:00:00,2017-03-08 08:45:00,50,10,11.738666584288845
334,2017-03-08 10:10:00,2017-03-08 10:10:00,5,1,5.565874065828146
335,2017-03-08 15:45:00,2017-03-08 15:45:00,5,1,7.156123808009337
336,2017-03-09 01:05:00,2017-03-09 01:05:00,5,1,5.893242312773723
337,2017-03-09 07:55:00,2017-03-09 07:55:00,5,1,5.279098429656068
338,2017-03-09 11:55:00,2017-03-09 11:55:00,5,1,6.043416821381703
339,2017-03-09 18:50:00,2017-03-09 18:55:00,10,2,5.251087886522584
340,2017-03-09 22:00:00,2017-03-09 23:10:00,75,15,9.683232867868968
341,2017-03-10 02:05:00,2017-03-10 03:05:00,65,13,8.273346814432825
342,2017-03-10 04:45:00,2017-03-10 04:45:00,5,1,9.515718849642896
343,2017-03-10 10:55:00,2017-03-10 11:20:00,30,6,7.711485819390632
344,2017-03-10 16:00:00,2017-03-10 17:45:00,110,22,18.4560817677418
345,2017-03-10 20:45:00,2017-03-10 20:45:00,5,1,6.804599917626936
